rank	score	path	code	nat	nbnd	ecutwfc	ecutrho	kpoints_type	kx	ky	kz	kpoints_est	gamma_only	calculation	occupations	pseudo_ok	parallel_expectation
447	53.31	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_polar/nscf_epw.in	epw	2	8	20.0		crystal				27	no	nscf		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
448	53.31	/opt/sg/src/q-e_qe-7.5/test-suite/epw_polar/nscf_epw.in	epw	2	8	20.0		crystal				27	no	nscf		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
449	53.25	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vdw/vdw-ts.in	pw	4		45.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
450	53.25	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vdw/vdw-ts.in	pw	4		45.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
451	53.25	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vdw/vdw-ts.in	pw	4		45.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
452	53.17	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_polar/scf_epw.in	epw	2	4	20.0		automatic	3	3	3	27	no	scf		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
453	53.17	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_polar/scf_epw.in	epw	2	4	20.0		automatic	3	3	3	27	no	scf		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
454	53.17	/opt/sg/src/q-e_qe-7.5/test-suite/epw_polar/scf_epw.in	epw	2	4	20.0		automatic	3	3	3	27	no	scf		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
455	52.73	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_pawatom/paw-atom_spin.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
456	52.73	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_pawatom/paw-atom_spin_lda.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
457	52.73	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_pawatom/paw-atom_spin.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
458	52.73	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_pawatom/paw-atom_spin_lda.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
459	52.73	/opt/sg/src/q-e_qe-7.5/test-suite/pw_pawatom/paw-atom_spin.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
460	52.73	/opt/sg/src/q-e_qe-7.5/test-suite/pw_pawatom/paw-atom_spin_lda.in	pw	1	7	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
461	52.7	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_pawatom/paw-atom.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
462	52.7	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_pawatom/paw-atom_lda.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
463	52.7	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_pawatom/paw-atom.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
464	52.7	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_pawatom/paw-atom_lda.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
465	52.7	/opt/sg/src/q-e_qe-7.5/test-suite/pw_pawatom/paw-atom.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
466	52.7	/opt/sg/src/q-e_qe-7.5/test-suite/pw_pawatom/paw-atom_lda.in	pw	1	6	30.0		{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
467	52.68	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/PW/examples/example12/reference/Fe.bands.in	pw	1		60.0	400.0	{tpiba_b}				3	no	bands	smearing	no(Fe.rel-pbe-spn-rrkjus_psl.0.2.1.UPF)	some k-point parallelism; -nk 2/4 may help
468	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_atom/atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
469	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_atom/atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
470	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_atom/atom-sigmapbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
471	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_atom/atom.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
472	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_eval/eval_infix-2.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
473	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_libxc/gga_unpol_atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
474	52.45	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_libxc/lda_pol_atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
475	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_atom/atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
476	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_atom/atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
477	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_atom/atom-sigmapbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
478	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_atom/atom.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
479	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_eval/eval_infix-2.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
480	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_libxc/gga_unpol_atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
481	52.45	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_libxc/lda_pol_atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
482	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_atom/atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
483	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_atom/atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
484	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_atom/atom-sigmapbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
485	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_atom/atom.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
486	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_eval/eval_infix-2.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
487	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_libxc/gga_unpol_atom-pbe.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
488	52.45	/opt/sg/src/q-e_qe-7.5/test-suite/pw_libxc/lda_pol_atom-lsda.in	pw	1	6	25.0	200.0	{gamma}					unknown	scf	from_input	unknown	k-point parallelism uncertain; test -nk 1 first
489	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-12-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
490	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-12.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
491	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-3-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
492	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-3.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
493	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-5-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
494	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav-5.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
495	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters+a.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
496	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters+celldm.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
497	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters-ang.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
498	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
499	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav1-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
500	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav1.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
501	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav10-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
502	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav10.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
503	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav11-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
504	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav11.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
505	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav12-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
506	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav12.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
507	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav13-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
508	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav13.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
509	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav14-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
510	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav14.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
511	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav2-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
512	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav2.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
513	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav3-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
514	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav3.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
515	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav4-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
516	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav4.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
517	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav5-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
518	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav5.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
519	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav6-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
520	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav6.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
521	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav7-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
522	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav7.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
523	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav8-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
524	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav8.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
525	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav9-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
526	52.38	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_lattice-ibrav/lattice-ibrav9.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
527	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-12-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
528	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-12.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
529	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-3-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
530	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-3.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
531	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-5-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
532	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav-5.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
533	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters+a.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
534	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters+celldm.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
535	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters-ang.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
536	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav0-cell_parameters.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
537	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav1-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
538	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav1.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
539	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav10-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
540	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav10.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
541	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav11-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
542	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav11.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
543	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav12-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
544	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav12.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
545	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav13-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
546	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav13.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
547	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav14-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
548	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav14.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
549	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav2-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
550	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav2.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
551	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav3-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
552	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav3.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
553	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav4-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
554	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav4.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
555	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav5-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
556	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav5.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
557	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav6-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
558	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav6.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
559	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav7-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
560	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav7.in	pw	2	4	25.0		{gamma}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
561	52.38	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_lattice-ibrav/lattice-ibrav8-kauto.in	pw	2	4	25.0		{automatic}					unknown	scf		unknown	k-point parallelism uncertain; test -nk 1 first
